"PERIOD","STATUS","DATE","SAMPLE","PLOT","TRANSECT","SIDE","DIST_X","DIST_Y","HABITAT","CL_mm","WM_g","SFDM_g","EXCR_IND"
"Closed season","Reserve","9/28/19","C","BR2","B","L",10.4,13.75,"R",83,528.8872633,83.03530033,237.8175107
"Closed season","Reserve","9/28/19","C","BR2","B","R",0.5,11.25,"R",83,528.8872633,83.03530033,238.8106488
"Closed season","Reserve","9/28/19","C","BR2","B","L",0.5,13.75,"R",84,547.6703064,85.9842381,242.5475971
"Closed season","Reserve","9/28/19","C","BR2","B","L",10,13.75,"R",83,528.8872633,83.03530033,242.7968007
"Closed season","Reserve","9/28/19","C","BR2","B","R",1.5,11.25,"R",84,547.6703064,85.9842381,244.4406015
"Closed season","Reserve","9/28/19","C","BR2","B","L",10.4,13.75,"R",84,547.6703064,85.9842381,244.9272791
"Closed season","Reserve","9/28/19","C","BR2","B","R",0.5,11.25,"R",86,586.5397711,92.08674406,248.9715562
"Closed season","Reserve","9/28/19","C","BR2","B","L",0.5,13.75,"R",86,586.5397711,92.08674406,249.7113847
"Closed season","Reserve","9/28/19","C","BR2","B","L",10.5,13.75,"R",90,669.623864,105.1309466,255.1169496
"Closed season","Reserve","9/28/19","C","BR2","B","L",0.5,13.75,"R",84,547.6703064,85.9842381,255.3141641
"Closed season","Reserve","9/28/19","C","BR2","B","L",10.4,13.75,"R",86,586.5397711,92.08674406,256.1782446
"Closed season","Reserve","9/28/19","C","BR2","B","R",16.6,11.25,"R",90,669.623864,105.1309466,268.2752475
"Closed season","Reserve","9/28/19","C","BR2","B","L",0.5,13.75,"R",90,669.623864,105.1309466,272.9920461
"Closed season","Reserve","9/28/19","C","BR2","B","R",1.5,11.25,"R",90,669.623864,105.1309466,277.9646939
"Closed season","Reserve","9/28/19","C","BR2","B","R",1.5,11.25,"R",96,808.1753301,126.8835268,300.1156322
"Closed season","Reserve","9/28/19","C","BR2","B","R",16.6,11.25,"R",120,1548.452161,243.1069893,442.4994128
"Closed season","Reserve","9/28/19","C","BR2","C","R",15.2,6.25,"R",59,195.6310459,30.7140742,129.3099619
"Closed season","Reserve","9/28/19","C","BR2","C","R",16,6.25,"R",62,226.0495275,35.48977581,137.1648075
"Closed season","Reserve","9/28/19","C","BR2","C","R",16,6.25,"R",61,215.5885145,33.84739677,139.2238147
"Closed season","Reserve","9/28/19","C","BR2","C","R",16,6.25,"R",63,236.8385127,37.18364649,141.7816712
"Closed season","Reserve","9/28/19","C","BR2","C","R",15.2,6.25,"R",62,226.0495275,35.48977581,147.0111086
"Closed season","Reserve","9/28/19","C","BR2","C","R",16,6.25,"R",64,247.9603016,38.92976735,147.7118752
"Closed season","Reserve","9/28/19","C","BR2","C","R",16,6.25,"R",62,226.0495275,35.48977581,150.7981993
"Closed season","Reserve","9/28/19","C","BR2","C","R",18.6,6.25,"L",66,271.2215833,42.58178858,152.4117845
"Closed season","Reserve","9/28/19","C","BR2","C","R",18.6,6.25,"L",68,295.8718942,46.45188739,165.4686507
"Closed season","Reserve","9/28/19","C","BR2","C","L",3,8.75,"R",68,295.8718942,46.45188739,176.7280676
"Closed season","Reserve","9/28/19","C","BR2","C","R",0.1,6.25,"R",68,295.8718942,46.45188739,177.7889604
"Closed season","Reserve","9/28/19","C","BR2","C","R",16,6.25,"R",72,349.4931913,54.87043104,180.4695531
"Closed season","Reserve","9/28/19","C","BR2","C","R",18.6,6.25,"L",69,308.7299461,48.47060153,181.9832661
"Closed season","Reserve","9/28/19","C","BR2","C","L",3,8.75,"R",69,308.7299461,48.47060153,182.2248956
"Closed season","Reserve","9/28/19","C","BR2","C","R",0.1,6.25,"R",69,308.7299461,48.47060153,185.6668343
"Closed season","Reserve","9/28/19","C","BR2","C","L",18.6,8.75,"L",74,378.5407316,59.43089487,190.936006
"Closed season","Reserve","9/28/19","C","BR2","C","R",0.1,6.25,"R",73,363.8265751,57.1207723,196.3013466
"Closed season","Reserve","9/28/19","C","BR2","C","L",3,8.75,"R",72,349.4931913,54.87043104,197.7608142
"Closed season","Reserve","9/28/19","C","BR2","C","L",18.6,8.75,"L",76,409.1304152,64.23347518,199.4313977
"Closed season","Reserve","9/28/19","C","BR2","C","R",0.2,6.25,"R",76,409.1304152,64.23347518,199.7660038
"Closed season","Reserve","9/28/19","C","BR2","C","L",3,8.75,"R",76,409.1304152,64.23347518,201.9635422
"Closed season","Reserve","9/28/19","C","BR2","C","R",15.2,6.25,"R",74,378.5407316,59.43089487,201.9963172
"Closed season","Reserve","9/28/19","C","BR2","C","R",16,6.25,"R",74,378.5407316,59.43089487,204.1151854
"Closed season","Reserve","9/28/19","C","BR2","C","R",0.1,6.25,"R",74,378.5407316,59.43089487,211.051532
"Closed season","Reserve","9/28/19","C","BR2","C","R",0.2,6.25,"R",78,441.300292,69.28414584,215.1407182
"Closed season","Reserve","9/28/19","C","BR2","C","R",4,6.25,"R",80,475.0883261,74.5888672,219.9364679
"Closed season","Reserve","9/28/19","C","BR2","C","R",15.2,6.25,"R",80,475.0883261,74.5888672,221.1584727
"Closed season","Reserve","9/28/19","C","BR2","C","L",18.6,8.75,"L",81,492.600993,77.3383559,222.7216046
"Closed season","Reserve","9/28/19","C","BR2","C","L",0.5,8.75,"R",82,510.5323979,80.15358648,225.6076146
"Closed season","Reserve","9/28/19","C","BR2","C","R",0.2,6.25,"R",81,492.600993,77.3383559,227.1297516
"Closed season","Reserve","9/28/19","C","BR2","C","L",18.6,8.75,"L",82,510.5323979,80.15358648,229.443382
"Closed season","Reserve","9/28/19","C","BR2","C","R",14.5,6.25,"R",80,475.0883261,74.5888672,230.0035757
"Closed season","Reserve","9/28/19","C","BR2","C","R",0.2,6.25,"R",82,510.5323979,80.15358648,232.7525015
"Closed season","Reserve","9/28/19","C","BR2","C","R",15.2,6.25,"R",83,528.8872633,83.03530033,237.6704884
"Closed season","Reserve","9/28/19","C","BR2","C","R",0.2,6.25,"R",83,528.8872633,83.03530033,246.6152278
"Closed season","Reserve","9/28/19","C","BR2","C","R",15.2,6.25,"R",86,586.5397711,92.08674406,248.1944053
"Closed season","Reserve","9/28/19","C","BR2","C","L",0.5,8.75,"R",86,586.5397711,92.08674406,252.2405817
"Closed season","Reserve","9/28/19","C","BR2","C","R",16,6.25,"R",83,528.8872633,83.03530033,252.706533
"Closed season","Reserve","9/28/19","C","BR2","C","L",18.6,8.75,"L",89,648.1729585,101.7631545,265.602243
"Closed season","Reserve","9/28/19","C","BR2","C","R",16,6.25,"R",90,669.623864,105.1309466,279.3092454
"Closed season","Reserve","9/28/19","C","BR2","C","R",14.5,6.25,"R",100,910.2623129,142.9111831,326.8034677
"Closed season","Reserve","9/28/19","C","BR2","C","R",14.5,6.25,"R",110,1201.664745,188.661365,386.1577253
"Closed season","Reserve","9/28/19","C","BR2","D","R",7.4,1.25,"R",72,349.4931913,54.87043104,187.0486357
"Closed season","Reserve","9/28/19","C","BR2","D","R",7.4,1.25,"R",73,363.8265751,57.1207723,190.697102
"Closed season","Reserve","9/28/19","C","BR2","D","R",7.4,1.25,"R",73,363.8265751,57.1207723,193.6029497
"Closed season","Reserve","9/28/19","C","BR2","D","R",7.4,1.25,"R",74,378.5407316,59.43089487,197.0985752
"Closed season","Reserve","9/28/19","C","BR2","D","R",1.5,1.25,"R",76,409.1304152,64.23347518,203.5369045
"Closed season","Reserve","9/28/19","C","BR2","D","R",1.5,1.25,"R",75,393.6404253,61.80154678,207.0695226
"Closed season","Reserve","9/28/19","C","BR2","D","R",1.5,1.25,"R",80,475.0883261,74.5888672,220.1944216
"Closed season","Reserve","9/28/19","C","BR2","D","R",18.4,1.25,"L",80,475.0883261,74.5888672,220.6898268
"Closed season","Reserve","9/28/19","C","BR2","D","R",18.4,1.25,"L",80,475.0883261,74.5888672,224.8417277
"Closed season","Reserve","9/28/19","C","BR2","D","L",3,3.75,"R",84,547.6703064,85.9842381,239.1458944
"Closed season","Reserve","9/28/19","C","BR2","D","L",18.4,3.75,"L",81,492.600993,77.3383559,245.8470001
"Closed season","Reserve","9/28/19","C","BR2","D","R",1.5,1.25,"R",86,586.5397711,92.08674406,253.5274041
"Closed season","Reserve","9/28/19","C","BR2","D","L",3,3.75,"R",92,713.9135533,112.0844279,292.5180802
"Closed season","Reserve","9/28/19","C","BR2","D","R",18.4,1.25,"L",121,1586.353889,249.0575606,442.028555
"Open season","Reserve","10/12/19","D","BR2","A","L",10,18.75,"R",70,321.9496555,50.54609591,181.498041
"Open season","Reserve","10/12/19","D","BR2","A","L",10,18.75,"R",71,335.5358101,52.67912218,187.6587374
"Open season","Reserve","10/12/19","D","BR2","A","L",10.1,18.75,"R",76,409.1304152,64.23347518,201.5508521
"Open season","Reserve","10/12/19","D","BR2","A","R",10.2,16.25,"R",76,409.1304152,64.23347518,208.2563827
"Open season","Reserve","10/12/19","D","BR2","A","L",10.1,18.75,"R",82,510.5323979,80.15358648,235.0478548
"Open season","Reserve","10/12/19","D","BR2","A","R",12.7,16.25,"R",82,510.5323979,80.15358648,244.6609474
"Open season","Reserve","10/12/19","D","BR2","B","L",14.3,13.75,"R",72,349.4931913,54.87043104,187.1385053
"Open season","Reserve","10/12/19","D","BR2","B","L",6.4,13.75,"R",72,349.4931913,54.87043104,190.6776981
"Open season","Reserve","10/12/19","D","BR2","B","L",11.3,13.75,"R",72,349.4931913,54.87043104,192.0746957
"Open season","Reserve","10/12/19","D","BR2","B","R",2,11.25,"R",75,393.6404253,61.80154678,192.2363515
"Open season","Reserve","10/12/19","D","BR2","B","R",2,11.25,"R",76,409.1304152,64.23347518,193.6819621
"Open season","Reserve","10/12/19","D","BR2","B","L",6.4,13.75,"R",73,363.8265751,57.1207723,193.9939695
"Open season","Reserve","10/12/19","D","BR2","B","L",11.3,13.75,"R",74,378.5407316,59.43089487,196.4900304
"Open season","Reserve","10/12/19","D","BR2","B","R",2,11.25,"R",76,409.1304152,64.23347518,202.8371483
"Open season","Reserve","10/12/19","D","BR2","B","R",2,11.25,"R",74,378.5407316,59.43089487,204.5932729
"Open season","Reserve","10/12/19","D","BR2","B","R",2,11.25,"R",77,425.0154547,66.72742638,208.7807047
"Open season","Reserve","10/12/19","D","BR2","B","L",2,13.75,"R",78,441.300292,69.28414584,213.6127877
"Open season","Reserve","10/12/19","D","BR2","B","R",2,11.25,"R",80,475.0883261,74.5888672,217.1656908
"Open season","Reserve","10/12/19","D","BR2","B","L",2,13.75,"R",79,457.9896699,71.90437818,219.4915439
"Open season","Reserve","10/12/19","D","BR2","B","L",2,13.75,"R",80,475.0883261,74.5888672,221.4222176
"Open season","Reserve","10/12/19","D","BR2","B","R",2,11.25,"R",81,492.600993,77.3383559,222.4073519
"Open season","Reserve","10/12/19","D","BR2","B","R",3,11.25,"R",80,475.0883261,74.5888672,225.7227799
"Open season","Reserve","10/12/19","D","BR2","B","R",2,11.25,"R",82,510.5323979,80.15358648,226.2248632
"Open season","Reserve","10/12/19","D","BR2","B","R",3,11.25,"R",81,492.600993,77.3383559,230.0413421
"Open season","Reserve","10/12/19","D","BR2","B","L",11.3,13.75,"R",83,528.8872633,83.03530033,233.1573798
"Open season","Reserve","10/12/19","D","BR2","B","L",3.2,13.75,"R",80,475.0883261,74.5888672,233.6868896
"Open season","Reserve","10/12/19","D","BR2","B","R",2,11.25,"R",83,528.8872633,83.03530033,239.2656098
"Open season","Reserve","10/12/19","D","BR2","B","R",4.5,11.25,"R",83,528.8872633,83.03530033,246.4484447
"Open season","Reserve","10/12/19","D","BR2","C","L",18.6,8.75,"L",68,295.8718942,46.45188739,169.8382116
"Open season","Reserve","10/12/19","D","BR2","C","R",15,6.25,"R",76,409.1304152,64.23347518,202.4577458
"Open season","Reserve","10/12/19","D","BR2","C","L",18.6,8.75,"L",76,409.1304152,64.23347518,202.8789906
"Open season","Reserve","10/12/19","D","BR2","C","L",4.1,8.75,"R",79,457.9896699,71.90437818,208.7501118
"Open season","Reserve","10/12/19","D","BR2","C","L",18.6,8.75,"L",78,441.300292,69.28414584,213.3784562
"Open season","Reserve","10/12/19","D","BR2","C","R",2.3,6.25,"R",78,441.300292,69.28414584,213.4586492
"Open season","Reserve","10/12/19","D","BR2","C","L",2.1,8.75,"R",78,441.300292,69.28414584,218.8535638
"Open season","Reserve","10/12/19","D","BR2","C","R",15,6.25,"R",82,510.5323979,80.15358648,219.0024907
"Open season","Reserve","10/12/19","D","BR2","C","R",18.6,6.25,"L",78,441.300292,69.28414584,223.939118
"Open season","Reserve","10/12/19","D","BR2","C","R",15,6.25,"R",83,528.8872633,83.03530033,227.4037789
"Open season","Reserve","10/12/19","D","BR2","C","L",4.1,8.75,"R",80,475.0883261,74.5888672,230.0491503
"Open season","Reserve","10/12/19","D","BR2","C","R",18.6,6.25,"L",82,510.5323979,80.15358648,233.1450182
"Open season","Reserve","10/12/19","D","BR2","C","R",5.5,6.25,"R",85,566.8862397,89.00113964,237.8147829
"Open season","Reserve","10/12/19","D","BR2","C","L",4.1,8.75,"R",84,547.6703064,85.9842381,241.172345
"Open season","Reserve","10/12/19","D","BR2","C","R",15,6.25,"R",96,808.1753301,126.8835268,304.1523957
"Open season","Reserve","10/12/19","D","BR2","C","R",5.5,6.25,"R",102,964.3332592,151.4003217,339.1733358
"Open season","Reserve","10/12/19","D","BR2","C","R",18.6,6.25,"L",106,1078.715503,169.3583339,345.0858704
"Open season","Reserve","10/12/19","D","BR2","C","R",5.5,6.25,"R",125,1744.049333,273.8157453,457.9770198
"Open season","Reserve","10/12/19","D","BR2","C","R",15,6.25,"R",135,2182.500521,342.6525818,531.6172007
"Open season","Reserve","10/12/19","D","BR2","D","R",1.3,1.25,"R",73,363.8265751,57.1207723,198.7464284
"Open season","Reserve","10/12/19","D","BR2","D","R",1.3,1.25,"R",76,409.1304152,64.23347518,200.4913509
"Open season","Reserve","10/12/19","D","BR2","D","R",12.6,1.25,"R",77,425.0154547,66.72742638,204.434863
"Open season","Reserve","10/12/19","D","BR2","D","R",18.4,1.25,"L",76,409.1304152,64.23347518,209.0645925
"Open season","Reserve","10/12/19","D","BR2","D","R",5.6,1.25,"R",78,441.300292,69.28414584,209.7519239
"Open season","Reserve","10/12/19","D","BR2","D","R",12.6,1.25,"R",78,441.300292,69.28414584,214.7916325
"Open season","Reserve","10/12/19","D","BR2","D","R",18.4,1.25,"L",78,441.300292,69.28414584,218.2121546
"Open season","Reserve","10/12/19","D","BR2","D","R",1.3,1.25,"R",78,441.300292,69.28414584,220.5290637
"Open season","Reserve","10/12/19","D","BR2","D","R",11.2,1.25,"R",83,528.8872633,83.03530033,237.2610611
"Open season","Reserve","10/12/19","D","BR2","D","R",18.4,1.25,"L",85,566.8862397,89.00113964,243.8030226
"Open season","Reserve","11/1/19","E","BR2","A","R",19.5,16.25,"R",82,510.5323979,80.15358648,236.5327721
"Open season","Reserve","11/1/19","E","BR2","B","R",6,11.25,"R",76,409.1304152,64.23347518,196.0723789
"Open season","Reserve","11/1/19","E","BR2","B","L",0.5,13.75,"R",75,393.6404253,61.80154678,198.5268349
"Open season","Reserve","11/1/19","E","BR2","B","R",2.8,11.25,"R",74,378.5407316,59.43089487,202.8794731
"Open season","Reserve","11/1/19","E","BR2","B","R",2.8,11.25,"R",78,441.300292,69.28414584,204.3566454
"Open season","Reserve","11/1/19","E","BR2","B","L",0.5,13.75,"R",76,409.1304152,64.23347518,206.6509743
"Open season","Reserve","11/1/19","E","BR2","B","R",0.3,11.25,"R",78,441.300292,69.28414584,210.3290059
"Open season","Reserve","11/1/19","E","BR2","B","R",0.3,11.25,"R",79,457.9896699,71.90437818,211.8733253
"Open season","Reserve","11/1/19","E","BR2","B","L",9.9,13.75,"R",78,441.300292,69.28414584,212.0440208
"Open season","Reserve","11/1/19","E","BR2","B","L",0.5,13.75,"R",77,425.0154547,66.72742638,212.7771311
"Open season","Reserve","11/1/19","E","BR2","B","L",0.5,13.75,"R",77,425.0154547,66.72742638,213.1325706
"Open season","Reserve","11/1/19","E","BR2","B","R",0.3,11.25,"R",77,425.0154547,66.72742638,214.1767941
"Open season","Reserve","11/1/19","E","BR2","B","R",10.2,11.25,"R",76,409.1304152,64.23347518,214.9983628
"Open season","Reserve","11/1/19","E","BR2","B","R",0.3,11.25,"R",80,475.0883261,74.5888672,217.4280415
"Open season","Reserve","11/1/19","E","BR2","B","R",0.3,11.25,"R",78,441.300292,69.28414584,218.3976665
"Open season","Reserve","11/1/19","E","BR2","B","R",0.3,11.25,"R",78,441.300292,69.28414584,218.6147455
"Open season","Reserve","11/1/19","E","BR2","B","R",0.3,11.25,"R",77,425.0154547,66.72742638,218.6184652
"Open season","Reserve","11/1/19","E","BR2","B","R",6,11.25,"R",79,457.9896699,71.90437818,218.8742514
"Open season","Reserve","11/1/19","E","BR2","B","R",6,11.25,"R",80,475.0883261,74.5888672,224.0898716
"Open season","Reserve","11/1/19","E","BR2","B","R",0.3,11.25,"R",79,457.9896699,71.90437818,227.4302491
"Open season","Reserve","11/1/19","E","BR2","B","L",13.8,13.75,"R",80,475.0883261,74.5888672,227.488124
"Open season","Reserve","11/1/19","E","BR2","B","R",10.5,11.25,"R",84,547.6703064,85.9842381,231.9250116
"Open season","Reserve","11/1/19","E","BR2","B","R",10.5,11.25,"R",82,510.5323979,80.15358648,232.0135672
"Open season","Reserve","11/1/19","E","BR2","B","R",0.5,11.25,"R",83,528.8872633,83.03530033,235.9300509
"Open season","Reserve","11/1/19","E","BR2","B","R",9.9,11.25,"R",83,528.8872633,83.03530033,242.2635435
"Open season","Reserve","11/1/19","E","BR2","B","L",11.2,13.75,"R",85,566.8862397,89.00113964,243.1480678
"Open season","Reserve","11/1/19","E","BR2","B","R",11.6,11.25,"R",82,510.5323979,80.15358648,244.0962446
"Open season","Reserve","11/1/19","E","BR2","B","R",2.8,11.25,"R",86,586.5397711,92.08674406,253.2250133
"Open season","Reserve","11/1/19","E","BR2","B","R",0.5,11.25,"R",90,669.623864,105.1309466,263.974232
"Open season","Reserve","11/1/19","E","BR2","B","R",0.5,11.25,"R",89,648.1729585,101.7631545,265.9297503
"Open season","Reserve","11/1/19","E","BR2","B","L",14,13.75,"R",112,1266.444216,198.8317419,394.9740874
"Open season","Reserve","11/1/19","E","BR2","B","L",13.8,13.75,"R",125,1744.049333,273.8157453,460.4897483
"Open season","Reserve","11/1/19","E","BR2","C","L",4,8.75,"R",74,378.5407316,59.43089487,197.055301
"Open season","Reserve","11/1/19","E","BR2","C","L",2,8.75,"R",76,409.1304152,64.23347518,199.6610553
"Open season","Reserve","11/1/19","E","BR2","C","L",4.7,8.75,"R",76,409.1304152,64.23347518,209.832445
"Open season","Reserve","11/1/19","E","BR2","C","L",15.5,8.75,"R",82,510.5323979,80.15358648,221.1544252
"Open season","Reserve","11/1/19","E","BR2","C","R",18.4,6.25,"L",82,510.5323979,80.15358648,224.9179299
"Open season","Reserve","11/1/19","E","BR2","C","L",4.7,8.75,"R",83,528.8872633,83.03530033,242.3916883
"Open season","Reserve","11/1/19","E","BR2","C","L",15.5,8.75,"R",83,528.8872633,83.03530033,248.9202747
"Open season","Reserve","11/1/19","E","BR2","C","L",15.5,8.75,"R",90,669.623864,105.1309466,274.5400739
"Open season","Reserve","11/1/19","E","BR2","C","L",15.5,8.75,"R",135,2182.500521,342.6525818,524.3691683
"Open season","Reserve","11/1/19","E","BR2","D","R",9,1.25,"R",67,283.3707065,44.48920091,164.1844249
"Open season","Reserve","11/1/19","E","BR2","D","L",18.4,3.75,"L",78,441.300292,69.28414584,212.3154482
"Open season","Reserve","11/1/19","E","BR2","D","R",5.6,1.25,"R",78,441.300292,69.28414584,213.4722894
"Open season","Reserve","11/1/19","E","BR2","D","R",5.6,1.25,"R",80,475.0883261,74.5888672,217.8279895
"Open season","Reserve","11/1/19","E","BR2","D","L",1.7,3.75,"R",82,510.5323979,80.15358648,236.0417492
"Open season","Reserve","11/1/19","E","BR2","D","R",18.4,1.25,"L",82,510.5323979,80.15358648,240.8079815
"Open season","Reserve","11/1/19","E","BR2","D","R",18.4,1.25,"L",98,858.2220538,134.7408625,332.8369432
"Closed season","Reserve","9/16/19","A","BR3","A","R",12.8,16.25,"R",78,441.300292,69.28414584,203.7860845
"Closed season","Reserve","9/16/19","A","BR3","A","R",13.5,16.25,"R",77,425.0154547,66.72742638,207.2381612
"Closed season","Reserve","9/16/19","A","BR3","A","R",11,16.25,"R",78,441.300292,69.28414584,209.552841
"Closed season","Reserve","9/16/19","A","BR3","A","R",6,16.25,"R",76,409.1304152,64.23347518,211.5254806
"Closed season","Reserve","9/16/19","A","BR3","A","R",11.5,16.25,"R",77,425.0154547,66.72742638,217.6532274
